Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G
BUENOS AIRES,25 de Mayo,25 de Mayo,23408,1,1,0,1,1,1,1,1,1
BUENOS AIRES,25 de Mayo,Agustín Mosconi,280,0,0,0,0,0,0,1,0,0
BUENOS AIRES,25 de Mayo,Del Valle,899,1,0,0,0,1,0,0,1,1
BUENOS AIRES,25 de Mayo,Ernestina,145,1,0,0,0,0,0,0,0,0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,547,0,0,0,0,0,1,0,0,0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,63,0,0,0,0,0,1,0,0,0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,4524,0,1,0,0,0,1,1,1,1
BUENOS AIRES,25 de Mayo,Pedernales,1432,1,0,0,0,0,0,0,0,1
BUENOS AIRES,25 de Mayo,San Enrique,279,0,0,0,0,0,0,1,0,0
BUENOS AIRES,25 de Mayo,Valdés,579,0,0,0,0,0,0,1,0,1
BUENOS AIRES,9 de Julio,12 de Octubre,219,0,0,0,0,0,1,1,0,0
BUENOS AIRES,9 de Julio,9 de Julio,36494,1,1,1,1,0,1,1,1,1
BUENOS AIRES,9 de Julio,Alfredo Demarchi (Est. Facundo Quiroga),1853,1,0,0,0,0,0,1,1,1
BUENOS AIRES,Carlos Tejedor,Curarú,422,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Carlos Tejedor,Timote,526,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos (Est. Cuenca),3201,0,0,0,0,1,0,1,1,1
BUENOS AIRES,Carmen de Areco,Carmen de Areco,12775,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,122,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,391,0,0,0,0,0,1,1,0,1
BUENOS AIRES,Castelli,Castelli,6859,1,1,0,1,1,1,1,1,1
BUENOS AIRES,Castelli,Centro Guerrero,114,0,0,0,1,0,1,0,0,0
BUENOS AIRES,Castelli,Cerro de la Gloria,107,0,0,0,1,0,0,0,1,0
BUENOS AIRES,Chacabuco,Castilla,689,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Chacabuco,Chacabuco,38418,1,1,1,1,0,1,1,1,1
BUENOS AIRES,Chacabuco,Los Angeles,54,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Chacabuco,O'Higgins,1206,1,0,0,1,0,1,1,1,1
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,18089,1,0,1,1,0,0,1,1,1
BUENOS AIRES,General La Madrid,General La Madrid,8073,1,0,1,1,0,1,1,1,1
BUENOS AIRES,General La Madrid,La Colina,663,0,0,0,0,0,0,1,0,0
BUENOS AIRES,General La Madrid,Las Martinetas,215,0,0,0,0,0,0,1,0,0
BUENOS AIRES,General La Madrid,Líbano,292,0,0,0,0,0,0,1,0,0
BUENOS AIRES,General La Madrid,Pontaut,68,0,0,0,0,0,0,0,1,0
BUENOS AIRES,General Las Heras,General Hornos,194,0,0,0,0,0,0,0,0,1
BUENOS AIRES,General Las Heras,General Las Heras (Est. Las Heras),11331,1,1,1,0,0,1,1,1,1
BUENOS AIRES,General Las Heras,La Choza,41,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Las Heras,Lozano,0,0,0,0,0,1,0,0,0,0
BUENOS AIRES,General Las Heras,Plomer,198,0,0,0,0,0,0,1,0,0
BUENOS AIRES,General Las Heras,Villars,1147,0,1,1,1,0,0,1,0,0
BUENOS AIRES,General Lavalle,Chacras de San Clemente,0,0,0,0,0,0,1,0,0,0
BUENOS AIRES,General Lavalle,General Lavalle,1827,0,1,0,0,1,1,1,1,1
BUENOS AIRES,General Lavalle,Pavón,942,0,0,0,1,0,1,0,1,1
BUENOS AIRES,La Plata,La Plata,207620,1,1,1,1,1,1,1,1,1
BUENOS AIRES,La Plata,La Providencia,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Lisandro Olmos,0,0,1,0,0,0,0,0,1,1
BUENOS AIRES,La Plata,Lomas de Copello,420,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Los Hornos,0,0,1,0,1,0,1,0,1,1
BUENOS AIRES,La Plata,Manuel B Gonnet,0,0,1,0,1,0,0,0,1,1
BUENOS AIRES,La Plata,Poblet,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,La Plata,Ringuelet,0,0,1,0,1,0,0,0,1,1
BUENOS AIRES,La Plata,Rufino De Elizalde,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,La Plata,ruta del sol,0,1,0,0,0,0,0,0,1,1
BUENOS AIRES,La Plata,ruta del sol,2312,1,0,0,0,0,0,0,1,1
BUENOS AIRES,La Plata,Tolosa,0,0,1,0,1,0,0,0,1,1
BUENOS AIRES,La Plata,Transradio,0,0,0,0,0,1,0,0,1,1
BUENOS AIRES,Necochea,Juan N. Fernández,2721,1,0,0,0,1,1,1,1,1
BUENOS AIRES,Necochea,Necochea - Quequén,84784,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Necochea,Nicanor Olivera (Est. La Dulce),2131,1,0,1,0,0,1,1,1,0
BUENOS AIRES,Necochea,Ramón Santamarina,430,0,0,0,0,0,0,1,1,1
BUENOS AIRES,Olavarría,Blancagrande,65,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Olavarría,Colonia Hinojo,3841,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Olavarría,Colonia Nievas,10,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Olavarría,Colonia San Miguel,902,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Olavarría,Espigas,492,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Olavarría,Hinojo,3841,1,0,0,0,1,1,1,1,1
BUENOS AIRES,Olavarría,Olavarría,89721,1,1,1,1,1,0,1,1,1
BUENOS AIRES,Olavarría,Recalde,385,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Olavarría,Santa Luisa,40,0,0,0,0,0,0,0,1,0
BUENOS AIRES,Olavarría,Sierra Chica,4812,0,1,0,0,0,1,0,1,1
BUENOS AIRES,Olavarría,Sierras Bayas,3849,1,0,1,0,0,1,1,0,0
BUENOS AIRES,Vicente López,Villa Martelli,25616,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Villa Gesell,Mar Azul,1797,0,0,0,0,0,0,1,1,1
BUENOS AIRES,Villa Gesell,Mar De Las Pampas,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Villa Gesell,Villa Gesell,29593,1,0,0,1,0,0,1,1,1
BUENOS AIRES,Villarino,Argerich,80,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Villarino,Colonia San Adolfo,109,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Villarino,Country Los Medanos,61,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Villarino,Hilario Ascasubi,3427,0,0,0,0,0,0,1,1,1
BUENOS AIRES,Villarino,Juan Cousté (Est. Algarrobo),1993,0,0,1,0,0,1,1,1,1
BUENOS AIRES,Villarino,Mayor Buratovich,5372,1,0,0,1,0,0,1,1,1
BUENOS AIRES,Villarino,Médanos,5245,1,1,1,1,0,1,1,1,1
CABA,COMUNA 01,CONSTITUCION,44107,1,1,1,1,1,1,1,1,1
CORDOBA,San Justo,Freyre,6620,1,1,0,0,0,1,1,1,1
CORDOBA,San Justo,La Francia,3720,1,0,0,1,0,1,1,1,1
CORDOBA,San Justo,La Paquita,947,0,0,0,0,0,0,0,0,1
CORDOBA,San Justo,La Tordilla,1257,1,0,0,0,0,1,1,1,1
CORDOBA,San Justo,Las Varas,1320,0,0,0,1,0,0,1,1,1
JUJUY,Susques,Jama,67,0,0,0,1,0,0,0,0,0
CABA,COMUNA 09,PARQUE AVELLANEDA,53229,1,1,1,1,1,1,1,1,1
CORDOBA,San Justo,Las Varillas,16238,1,1,0,1,1,0,1,1,1
CORDOBA,San Justo,Marull,1791,0,0,0,1,1,1,1,1,1
CORDOBA,San Justo,Miramar,2023,0,1,0,0,0,1,1,1,1
CORDOBA,San Justo,Morteros,16890,1,0,0,1,0,0,1,1,1
BUENOS AIRES,9 de Julio,Carlos María Naón,497,0,0,1,0,0,0,1,1,1
BUENOS AIRES,9 de Julio,Dudignac,2670,0,0,1,0,0,1,1,1,1
BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),531,0,0,0,0,0,0,0,0,1
BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),748,1,0,0,1,0,0,1,1,1
BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),76,0,0,0,0,0,0,0,0,1
BUENOS AIRES,9 de Julio,Morea,347,0,0,0,0,0,0,0,0,0
BUENOS AIRES,9 de Julio,Norumbega,57,0,0,0,0,0,0,0,0,0
BUENOS AIRES,9 de Julio,Patricios,745,1,0,0,0,0,0,1,1,0
BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),566,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Adolfo Alsina,Carhué,9660,1,0,0,1,0,1,1,1,1
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,563,1,0,0,0,0,0,1,0,1
BUENOS AIRES,Adolfo Alsina,Delfín Huergo,14,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Espartillar,21,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,104,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Adolfo Alsina,La Pala,27,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Maza,1748,0,0,0,1,1,1,1,1,1
BUENOS AIRES,Florencio Varela,El Tropezon,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,26005,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Florencio Varela,Florencio Varela,149676,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,61135,1,1,1,1,0,0,1,1,1
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,32994,1,1,0,0,0,0,1,1,1
BUENOS AIRES,Florencio Varela,La Capilla,0,1,0,0,1,0,0,1,1,1
BUENOS AIRES,Florencio Varela,Villa Brown,7484,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Florencio Varela,Villa San Luis,12693,0,1,0,0,0,0,0,1,1
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,27308,1,1,1,0,0,0,1,1,1
JUJUY,Susques,Mina Providencia,30,0,0,0,1,0,0,0,0,0
JUJUY,Susques,Olacapato,45,0,0,0,1,0,1,0,0,0
BUENOS AIRES,General Pueyrredón,Batán,10152,1,0,0,1,1,1,1,1,1
BUENOS AIRES,General Pueyrredón,Camet,0,1,0,0,1,0,1,1,1,1
BUENOS AIRES,General Pueyrredón,Chapadmalal,4112,1,0,1,0,1,1,1,1,1
BUENOS AIRES,General Pueyrredón,El Marquesado,196,0,0,0,0,0,1,1,0,0
BUENOS AIRES,General Pueyrredón,Estacion Camet,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,1633,1,0,0,1,0,1,0,1,1
BUENOS AIRES,General Pueyrredón,Mar del Plata,560913,1,1,1,1,1,1,1,1,1
BUENOS AIRES,General Pueyrredón,Punta Mogotes,0,0,0,0,0,0,0,0,1,1
SAN LUIS,Libertador Grl. San Martín,Planta De Sandia,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,3451,1,0,0,0,0,1,1,1,1
BUENOS AIRES,Olavarría,Villa Arrieta,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Olavarría,Villa La Serranía,167,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Patagones,Bahía San Blas,611,0,0,1,0,0,1,1,1,1
BUENOS AIRES,Patagones,Cardenal Cagliero,89,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Patagones,Carmen de Patagones,20533,1,0,1,1,1,1,1,1,1
BUENOS AIRES,Patagones,José B. Casas,40,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Patagones,Juan A. Pradere,521,0,1,0,0,0,1,0,0,1
BUENOS AIRES,Patagones,Stroeder,1998,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Patagones,Villalonga,4517,1,0,1,1,0,1,1,1,1
BUENOS AIRES,Pehuajó,Capitán Castro,49,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Pehuajó,Chiclana,0,0,0,0,0,0,1,0,1,1
BUENOS AIRES,Pehuajó,Francisco Madero,1389,0,0,1,0,0,1,1,1,1
BUENOS AIRES,Pehuajó,Inocencio Sosa,31,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Villarino,Pedro Luro,9494,1,1,0,1,0,1,1,1,1
BUENOS AIRES,Villarino,Teniente Origone,145,0,0,0,0,0,1,1,0,1
BUENOS AIRES,Zárate,Barrio Saavedra,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Zárate,Country Club El Casco,452,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Zárate,Escalada,213,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Zárate,Lima,10219,1,1,0,1,0,0,1,1,1
BUENOS AIRES,Zárate,Zárate,98522,1,1,0,1,1,0,1,1,1
CORDOBA,Santa María,Alta Gracia,48140,1,1,0,1,0,1,1,1,1
CORDOBA,Santa María,Anisacate,2991,1,0,0,1,0,1,1,0,0
CORDOBA,Santa María,Barrio Gilbert,1277,0,0,0,0,0,0,0,0,0
CORDOBA,Santa María,Barrio Las Quintas,0,0,0,0,0,0,0,0,1,0
CORDOBA,Santa María,Barrio Villa del Parque,0,0,0,0,0,0,0,0,0,0
CORDOBA,Santa María,Bouwer,841,0,0,0,0,0,0,1,1,1
CORDOBA,Santa María,Campos del Virrey,188,0,0,0,0,0,0,0,0,0
CORDOBA,Santa María,Caseros Centro,243,0,0,0,0,0,0,0,0,1
CABA,COMUNA 01,MONSERRAT,39914,1,1,1,1,1,1,1,1,1
FORMOSA,Patiño,Las Lomitas,12399,1,0,0,1,1,1,1,1,1
FORMOSA,Patiño,Posta Cambio Zalazar,603,0,0,0,0,0,1,0,0,1
FORMOSA,Patiño,Pozo del Tigre,4517,1,0,0,0,0,1,1,1,1
FORMOSA,Patiño,San Martín I,66,0,0,0,0,0,0,0,0,0
FORMOSA,Patiño,San Martín II,3119,0,0,0,1,0,1,1,0,1
FORMOSA,Patiño,Subteniente Perín,1163,0,0,0,0,1,1,0,0,1
FORMOSA,Patiño,Villa General Güemes,3907,0,0,0,1,0,1,1,0,1
CABA,COMUNA 10,FLORESTA,37575,1,1,1,1,1,1,1,1,1
CORDOBA,Santa María,Causana,55,0,0,0,0,0,0,0,0,0
CORDOBA,Santa María,Costa Azul,201,0,0,0,0,0,0,0,1,1
CORDOBA,Santa María,Despeñaderos,5758,1,0,0,1,0,1,1,1,1
CORDOBA,Santa María,Dique Chico,167,0,0,0,0,0,0,0,0,0
CORDOBA,Santa María,El Potrerillo,85,0,0,0,0,0,0,0,1,1
CORDOBA,Santa María,Falda del Cañete,29,0,0,0,0,0,0,0,1,1
CORDOBA,Santa María,Falda del Carmen,170,0,0,0,0,0,0,1,0,1
CORDOBA,Santa María,José de la Quintana,419,0,0,0,0,0,0,0,0,1
CORDOBA,Santa María,La Boca del Río,80,0,0,0,0,0,0,1,0,0
CORDOBA,Santa María,La Carbonada,207,0,0,0,0,0,0,0,0,1
CABA,COMUNA 15,PATERNAL,19717,1,1,1,1,1,1,1,1,1
CORDOBA,Santa María,La Cumbrecita,0,0,0,0,0,0,1,1,0,0
CORDOBA,Santa María,La Donosa,0,0,0,0,0,0,1,0,0,0
CORDOBA,Santa María,La Paisanita,60,1,0,0,0,0,1,1,0,1
CORDOBA,Santa María,La Perla,895,0,0,0,0,0,0,0,1,1
CORDOBA,Santa María,La Rancherita,129,0,0,0,0,0,1,0,0,0
CORDOBA,Santa María,La Serranita,430,0,0,0,0,0,1,1,1,1
CORDOBA,Santa María,Los Cedros - Las Quintas,1069,0,0,0,0,0,0,1,1,1
CORDOBA,Santa María,Lozada,1013,0,0,0,0,0,1,1,1,1
BUENOS AIRES,Adolfo Alsina,Rivera,3217,0,0,1,1,0,0,1,0,1
BUENOS AIRES,Adolfo Alsina,Thames,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Villa Margarita,0,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Yutuyaco,16,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,1,0,1,1,0,1,1,1,1
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,1625,1,0,0,1,0,1,1,1,1
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,212,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,43,0,0,0,0,0,1,1,1,1
BUENOS AIRES,Alberti,Alberti (Est. Andrés Vaccarezza),8260,1,0,1,1,0,0,1,1,1
BUENOS AIRES,Alberti,Coronel Seguí,146,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Alberti,Mechita,412,1,0,0,0,0,0,0,1,1
BUENOS AIRES,Alberti,Pla,192,0,0,0,0,0,0,1,0,0
BUENOS AIRES,Alberti,Villa Grisolía (Est. Achupallas),112,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Alberti,Villa María,24,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),815,0,0,0,0,0,0,1,1,1
BUENOS AIRES,General Paz,Barrio Río Salado,265,0,0,0,0,0,0,0,0,0
BUENOS AIRES,General Paz,Loma Verde,657,0,0,0,0,0,1,1,1,1
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,4249,1,0,1,1,0,1,1,1,1
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,0,0,0,1,0,0,0,1,1
BUENOS AIRES,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,0,0,0,0,0,0,0,1,1
BUENOS AIRES,General Rodríguez,General Rodríguez,85315,1,1,1,1,1,1,1,1,1
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,421,0,0,0,1,0,1,1,0,1
BUENOS AIRES,General San Martín,Billinghurst,19664,1,1,0,1,0,0,1,1,1
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,29180,1,1,0,1,1,1,1,1,1
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,63479,0,0,0,0,0,0,0,1,1
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,0,1,0,0,0,0,0,1,1
BUENOS AIRES,General San Martín,Villa Ayacucho,3939,0,1,0,1,0,0,0,1,1
BUENOS AIRES,Pehuajó,Juan José Paso,2176,0,0,0,1,0,1,1,1,1
BUENOS AIRES,Pehuajó,Magdala,195,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Pehuajó,Mones Cazón,1764,0,0,1,0,0,1,1,1,1
BUENOS AIRES,Pehuajó,Nueva Plata,206,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Pehuajó,Pehuajó,31533,1,0,1,1,0,1,1,1,1
BUENOS AIRES,Pehuajó,San Bernardo (Est. Guanaco),282,0,0,0,0,0,1,1,0,0
BUENOS AIRES,Pehuajó,San Esteban,92,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Pellegrini,Bocayuva,83,0,0,0,0,0,0,0,0,1
BUENOS AIRES,Pellegrini,De Bary,63,0,0,0,0,0,0,0,0,0
BUENOS AIRES,Pellegrini,Pellegrini,5115,1,1,1,1,1,1,1,1,1
BUENOS AIRES,Pergamino,Acevedo,1499,1,1,0,0,0,1,1,1,1
BUENOS AIRES,Pergamino,Fontezuela,365,1,0,0,1,0,1,1,0,0
BUENOS AIRES,Pergamino,Guerrico,774,0,1,0,0,0,1,0,1,1
BUENOS AIRES,Pergamino,Juan A. de la Peña,211,0,0,0,0,0,1,0,0,0
BUENOS AIRES,Pergamino,Juan Anchorena (Est. Urquiza),976,1,0,0,1,0,1,1,1,1
CABA,COMUNA 01,PUERTO MADERO,6726,1,1,1,1,1,1,1,1,1
CATAMARCA,Ambato,Los Varela,443,0,0,0,0,1,0,0,0,1
CATAMARCA,Ambato,Singuil,295,0,0,0,0,0,0,0,0,1
CATAMARCA,Ancasti,Ancasti,361,0,0,0,0,1,0,0,0,1
CATAMARCA,Ancasti,Anquincila,202,0,0,0,0,0,0,0,0,0
CATAMARCA,Ancasti,La Candelaria,77,0,0,0,0,0,0,0,0,0
CATAMARCA,Ancasti,La Majada,154,0,0,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,Aconquija,0,0,0,0,0,1,0,0,1,1
CATAMARCA,Andalgalá,Alto De Las Juntas,0,0,0,0,0,0,0,0,0,0
CATAMARCA,Andalgalá,Amanao,29,0,0,0,0,0,0,0,1,0
CATAMARCA,Andalgalá,Andalgalá,12600,1,0,0,0,1,1,1,1,1
CABA,COMUNA 10,MONTE CASTRO,33623,1,1,1,1,1,1,1,1,1
CORDOBA,Santa María,Malagueño,7136,1,0,0,1,0,1,1,1,1
CORDOBA,Santa María,Mi Valle,0,0,0,0,0,0,0,0,0,0
CORDOBA,Santa María,Milenica,0,0,0,0,0,0,0,0,1,1
CORDOBA,Santa María,Monte Ralo,518,0,0,0,0,0,1,0,1,1
CORDOBA,Santa María,Potrero de Garay,1017,0,0,0,1,0,1,1,1,1
CORDOBA,Santa María,Rafael García,555,0,0,0,0,0,1,1,0,1
CORDOBA,Santa María,San Clemente,134,0,0,0,1,0,0,1,1,1
CABA,COMUNA 15,VILLA CRESPO,81959,1,1,1,1,1,1,1,1,1
FORMOSA,Patiño,Villa General Manuel Belgrano,4676,0,0,0,1,0,1,1,0,1
FORMOSA,Pilagás,Buena Vista,887,0,0,0,1,0,1,1,0,1
FORMOSA,Pilagás,El Espinillo,4060,0,0,0,0,0,1,1,1,1
FORMOSA,Pilagás,Laguna Gallo,261,0,0,0,0,0,0,0,0,0
FORMOSA,Pilagás,Misión Tacaagle,2244,0,0,0,0,0,1,1,0,1
FORMOSA,Pilagás,Portón Negro,417,0,0,0,0,0,0,0,0,0
FORMOSA,Pilagás,Tres Lagunas,1598,1,0,0,0,1,1,1,0,1
JUJUY,Valle Grande,Valle Grande,538,0,0,0,0,0,1,0,0,0
JUJUY,Yavi,Barrios,187,0,0,0,1,0,0,0,0,0
JUJUY,Yavi,Cangrejillos,181,0,0,0,1,0,0,0,0,0
JUJUY,Yavi,El Cóndor,146,0,0,0,0,0,0,0,0,0
JUJUY,Yavi,La Intermedia,178,0,0,0,1,0,0,0,0,0
JUJUY,Yavi,La Quiaca,16874,1,0,0,1,1,1,1,0,1
JUJUY,Yavi,Llulluchayoc,91,0,0,0,0,0,0,0,0,0
JUJUY,Yavi,Pumahuasi,233,0,0,0,1,0,0,0,0,1
JUJUY,Yavi,San Jose,0,0,0,0,0,0,0,0,0,0
JUJUY,Yavi,Yavi,378,0,0,0,0,0,0,0,0,0
JUJUY,Yavi,Yavi Chico,33,0,0,0,1,0,0,0,0,0
LA PAMPA,Atreucó,Doblas,1586,0,1,0,1,1,1,1,0,0
LA PAMPA,Atreucó,Macachín,4814,0,0,0,1,1,1,1,0,1
LA PAMPA,Atreucó,Miguel Riglos,2034,0,0,0,1,1,1,1,0,1
LA PAMPA,Atreucó,Rolón,678,0,0,0,0,1,1,1,0,1
LA PAMPA,Atreucó,Tomas M. Anchorena,307,0,0,0,0,1,0,1,0,0
LA PAMPA,Caleu Caleu,Anzoategui,68,0,0,0,0,1,0,0,0,0
LA PAMPA,Caleu Caleu,La Adela,1904,0,1,0,0,1,1,0,1,1
LA PAMPA,Capital,Anguil,1705,0,0,0,1,1,1,1,1,1
MENDOZA,San Martín,San Martín,79476,1,0,0,1,0,1,0,1,1
MENDOZA,San Martín,Tres Porteñas,2545,0,0,0,1,0,1,1,1,1
MENDOZA,San Rafael,25 de Mayo,1450,0,1,1,0,0,1,1,1,1
MENDOZA,San Rafael,Barrio Campos El Toledano,956,0,0,0,0,0,0,0,1,1
MENDOZA,San Rafael,Barrio Echeverria,0,0,0,0,0,0,0,0,1,1
MENDOZA,San Rafael,Barrio El Nevado,160,0,0,0,0,0,0,0,0,0
MENDOZA,San Rafael,Barrio Empleados de Comercio,208,0,0,0,0,0,0,0,0,0
MENDOZA,San Rafael,Barrio Intendencia,120,0,0,0,0,0,0,0,1,1
MENDOZA,San Rafael,Barrio Las Rosas,0,0,0,0,0,0,0,0,0,0
MENDOZA,San Rafael,Barrio Primavera,0,0,0,0,0,0,0,0,0,0
MENDOZA,San Rafael,Capitán Montoya,362,0,0,0,0,0,1,0,1,1
MENDOZA,San Rafael,Cuadro Benegas,1253,1,0,0,1,0,1,1,0,0
MENDOZA,San Rafael,Cuadro Nacional,0,0,0,0,0,0,0,0,1,1
MENDOZA,San Rafael,El Nihuil,1030,0,0,0,0,1,1,1,0,0
MENDOZA,San Rafael,El Sosneado,65,0,0,0,1,0,0,0,0,0
MENDOZA,San Rafael,El Tropezón,462,0,0,0,0,0,0,0,0,0
MENDOZA,San Rafael,Goudge,2126,0,1,0,0,0,1,1,1,1
NEUQUEN,Confluencia,Neuquén,231198,1,1,1,1,1,1,1,1,1
NEUQUEN,Confluencia,Plaza Huincul,13172,0,0,0,0,1,1,0,1,1
NEUQUEN,Confluencia,Plottier,32390,1,1,0,1,1,1,0,1,1
NEUQUEN,Confluencia,Senillosa,7542,0,0,0,1,1,1,1,1,1
NEUQUEN,Confluencia,Villa El Chocón,707,0,0,0,0,0,1,1,0,1
NEUQUEN,Confluencia,Vista Alegre Norte,895,0,0,0,0,0,1,0,1,1
NEUQUEN,Confluencia,Vista Alegre Sur,1513,0,0,0,0,1,0,0,0,0
NEUQUEN,Huiliches,Junín de los Andes,12621,1,1,0,1,1,1,1,1,1
SAN LUIS,Libertador Grl. San Martín,Potrerillo,40,0,0,0,0,0,1,0,0,0
SAN LUIS,Libertador Grl. San Martín,Puerta Colorada,0,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,General Enrique Godoy,3112,0,0,0,1,1,1,0,1,1
RIO NEGRO,General Roca,General Fernández Oro,6772,1,0,1,1,1,1,1,1,1
RIO NEGRO,General Roca,General Roca,81534,1,1,1,1,1,1,1,1,1
RIO NEGRO,General Roca,Ingeniero Luis A. Huergo,6227,1,0,1,1,1,1,1,1,1
RIO NEGRO,General Roca,Ingeniero Otto Krause,295,0,0,0,0,0,1,0,0,0
RIO NEGRO,General Roca,Mainqué,1848,0,0,0,0,1,1,0,0,1
RIO NEGRO,General Roca,Paso Córdova,1024,0,0,0,0,0,1,0,0,0
RIO NEGRO,General Roca,Península Ruca Co,158,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Peñas Blancas,0,0,0,0,0,1,0,0,0,0
RIO NEGRO,General Roca,Puente Cero,653,0,0,0,0,0,1,0,1,1
RIO NEGRO,General Roca,Sargento Vidal,814,0,0,0,1,0,1,0,0,1
RIO NEGRO,General Roca,Tres Luces,0,0,0,0,0,0,0,0,0,0
RIO NEGRO,General Roca,Villa Alberdi,693,0,0,0,0,0,1,0,0,0
RIO NEGRO,General Roca,Villa del Parque,432,0,0,0,0,0,1,0,0,0
RIO NEGRO,General Roca,Villa Manzano,2697,0,0,0,1,1,1,1,1,1
SAN JUAN,Jáchal,Villa Mercedes,1439,0,0,0,0,1,1,1,0,1
